id,data_source,collection_type,records_collected,status,error_message,started_at,completed_at,collection_date,duration_seconds,is_successful
203,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:08:02.462252,2025-12-10T11:08:02.462261,2025-12-10,9e-06,True
204,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:08:44.687003,2025-12-10T11:08:44.687012,2025-12-10,9e-06,True
205,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:09:43.164357,2025-12-10T11:09:43.16437,2025-12-10,1.3e-05,True
206,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:10:26.002359,2025-12-10T11:10:26.002368,2025-12-10,9e-06,True
207,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:11:11.575516,2025-12-10T11:11:11.575524,2025-12-10,8e-06,True
208,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:11:54.223228,2025-12-10T11:11:54.223243,2025-12-10,1.5e-05,True
209,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:12:40.605903,2025-12-10T11:12:40.605914,2025-12-10,1.1e-05,True
210,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:13:22.668516,2025-12-10T11:13:22.668532,2025-12-10,1.6e-05,True
211,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:14:24.852972,2025-12-10T11:14:24.852982,2025-12-10,1e-05,True
212,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:15:07.662666,2025-12-10T11:15:07.662683,2025-12-10,1.7e-05,True
213,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:15:53.231077,2025-12-10T11:15:53.231088,2025-12-10,1.1e-05,True
214,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:16:36.76022,2025-12-10T11:16:36.760238,2025-12-10,1.8e-05,True
215,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:17:21.507831,2025-12-10T11:17:21.507839,2025-12-10,8e-06,True
216,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:18:05.847182,2025-12-10T11:18:05.847191,2025-12-10,9e-06,True
217,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:18:55.311787,2025-12-10T11:18:55.311796,2025-12-10,9e-06,True
218,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:19:37.644991,2025-12-10T11:19:37.645007,2025-12-10,1.6e-05,True
219,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:20:23.790129,2025-12-10T11:20:23.790139,2025-12-10,1e-05,True
220,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:21:06.902962,2025-12-10T11:21:06.90298,2025-12-10,1.8e-05,True
221,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:21:52.571344,2025-12-10T11:21:52.571352,2025-12-10,8e-06,True
222,OpenWeatherMap,weather_data,31,success,,2025-12-10T11:22:35.678623,2025-12-10T11:22:35.678628,2025-12-10,5e-06,True
223,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:23:21.251234,2025-12-10T11:23:21.251241,2025-12-10,7e-06,True
224,OpenChargeMap,charging_stations,31,success,,2025-12-10T11:55:10.403944,2025-12-10T11:55:10.403963,2025-12-10,1.9e-05,True
225,OpenWeatherMap,weather_data,27,success,,2025-12-10T15:06:04.236929,2025-12-10T15:06:04.236939,2025-12-10,1e-05,True
226,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:26:26.798053,2025-12-10T20:26:26.798063,2025-12-10,1e-05,True
227,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:27:09.255802,2025-12-10T20:27:09.255836,2025-12-10,3.4e-05,True
228,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:27:57.517993,2025-12-10T20:27:57.518011,2025-12-10,1.8e-05,True
229,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:28:39.966185,2025-12-10T20:28:39.966209,2025-12-10,2.4e-05,True
230,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:29:54.134977,2025-12-10T20:29:54.134989,2025-12-10,1.2e-05,True
231,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:30:37.716767,2025-12-10T20:30:37.716774,2025-12-10,7e-06,True
232,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:31:25.425745,2025-12-10T20:31:25.425757,2025-12-10,1.2e-05,True
233,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:32:08.535049,2025-12-10T20:32:08.535064,2025-12-10,1.5e-05,True
234,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:32:55.177855,2025-12-10T20:32:55.177916,2025-12-10,6.1e-05,True
235,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:33:37.770525,2025-12-10T20:33:37.770538,2025-12-10,1.3e-05,True
236,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:34:34.027887,2025-12-10T20:34:34.027899,2025-12-10,1.2e-05,True
237,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:35:16.784594,2025-12-10T20:35:16.784605,2025-12-10,1.1e-05,True
238,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:36:03.481624,2025-12-10T20:36:03.481638,2025-12-10,1.4e-05,True
239,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:36:47.202537,2025-12-10T20:36:47.202537,2025-12-10,0.0,True
240,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:37:33.947154,2025-12-10T20:37:33.947201,2025-12-10,4.7e-05,True
241,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:38:17.596419,2025-12-10T20:38:17.596427,2025-12-10,8e-06,True
242,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:39:04.049798,2025-12-10T20:39:04.049811,2025-12-10,1.3e-05,True
243,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:39:47.059788,2025-12-10T20:39:47.059803,2025-12-10,1.5e-05,True
244,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:40:32.827874,2025-12-10T20:40:32.827884,2025-12-10,1e-05,True
245,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:41:16.450112,2025-12-10T20:41:16.45012,2025-12-10,8e-06,True
246,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:42:02.396845,2025-12-10T20:42:02.396859,2025-12-10,1.4e-05,True
247,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:42:45.777819,2025-12-10T20:42:45.777827,2025-12-10,8e-06,True
248,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:43:31.663911,2025-12-10T20:43:31.663919,2025-12-10,8e-06,True
249,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:44:14.836639,2025-12-10T20:44:14.83665,2025-12-10,1.1e-05,True
250,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:45:01.10803,2025-12-10T20:45:01.108064,2025-12-10,3.4e-05,True
251,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:45:44.434033,2025-12-10T20:45:44.434041,2025-12-10,8e-06,True
252,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:46:31.026547,2025-12-10T20:46:31.026547,2025-12-10,0.0,True
253,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:47:13.827937,2025-12-10T20:47:13.827953,2025-12-10,1.6e-05,True
254,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:48:00.126245,2025-12-10T20:48:00.126251,2025-12-10,6e-06,True
255,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:48:42.334946,2025-12-10T20:48:42.33496,2025-12-10,1.4e-05,True
256,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:49:35.243376,2025-12-10T20:49:35.243393,2025-12-10,1.7e-05,True
257,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:50:17.900239,2025-12-10T20:50:17.900252,2025-12-10,1.3e-05,True
258,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:51:02.72875,2025-12-10T20:51:02.72876,2025-12-10,1e-05,True
259,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:51:46.453015,2025-12-10T20:51:46.453024,2025-12-10,9e-06,True
260,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:52:32.41393,2025-12-10T20:52:32.41394,2025-12-10,1e-05,True
261,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:53:15.622031,2025-12-10T20:53:15.622045,2025-12-10,1.4e-05,True
262,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:54:01.497932,2025-12-10T20:54:01.497941,2025-12-10,9e-06,True
263,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:54:44.697646,2025-12-10T20:54:44.697655,2025-12-10,9e-06,True
264,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:55:31.387554,2025-12-10T20:55:31.387567,2025-12-10,1.3e-05,True
265,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:56:14.413224,2025-12-10T20:56:14.413233,2025-12-10,9e-06,True
266,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:56:59.886779,2025-12-10T20:56:59.886792,2025-12-10,1.3e-05,True
267,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:57:42.504106,2025-12-10T20:57:42.504112,2025-12-10,6e-06,True
268,OpenChargeMap,charging_stations,31,success,,2025-12-10T20:58:28.971237,2025-12-10T20:58:28.971246,2025-12-10,9e-06,True
269,OpenWeatherMap,weather_data,31,success,,2025-12-10T20:59:12.19398,2025-12-10T20:59:12.193984,2025-12-10,4e-06,True
270,OpenChargeMap,charging_stations,31,success,,2025-12-10T21:00:06.069505,2025-12-10T21:00:06.069799,2025-12-10,0.000294,True
271,OpenWeatherMap,weather_data,31,success,,2025-12-10T21:00:48.785424,2025-12-10T21:00:48.785429,2025-12-10,5e-06,True
272,OpenChargeMap,charging_stations,31,success,,2025-12-10T21:01:36.301016,2025-12-10T21:01:36.301042,2025-12-10,2.6e-05,True
273,OpenChargeMap,charging_stations,31,success,,2025-12-10T21:02:27.186894,2025-12-10T21:02:27.186906,2025-12-10,1.2e-05,True
274,OpenWeatherMap,weather_data,31,success,,2025-12-10T21:03:10.020947,2025-12-10T21:03:10.020955,2025-12-10,8e-06,True
