station_id,station_name,city,state,hour_of_day,day_of_week,day_name,session_count,total_energy_kwh,avg_duration_minutes
461073,Fairfield by Marriott Inn & Suites Houston Brookhollow,Houston,TX,14,4,Thursday,1,81.44,120.0
470651,"Starbucks - Ridgefield, WA",Ridgefield,WA,14,4,Thursday,1,55.49,120.0
460506,Wentworth-Douglass Hospital,Dover,NH,19,4,Thursday,1,52.49,90.0
469403,1122 Frankford grand,fishtown,PA,14,2,Tuesday,1,25.01,60.0
460606,Destination Charger,Columbia Falls,Montana,16,6,Saturday,1,21.94,120.0
461554,The Bite Tumalo,Tumalo,OR,6,2,Tuesday,1,5.26,45.0
460207,"Thorntons #701 - Largo, FL",Largo,FL,11,3,Wednesday,1,70.46,90.0
460571,Exxon Utica,Utica,MI,7,4,Thursday,1,42.18,60.0
461750,Speedy Q,New Baltimore,MI,6,1,Monday,1,53.72,90.0
461166,Gladwin City Hall,Gladwin,MI,13,1,Monday,1,42.66,60.0
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,3,5,Friday,1,70.58,180.0
460210,"Pilot Travel Center #222 Sturbridge, MA",Sturbridge,FL,21,0,Sunday,1,15.34,60.0
462127,Kimco-charlotte,Charlotte,NC,17,0,Sunday,1,14.6,120.0
461167,Pats Food Freeland,Freeland,MI,14,1,Monday,1,61.77,180.0
469374,Freewire Charging Station,Columbus,OH,8,1,Monday,2,62.88,75.0
469401,Dutch Bros,Sacramento,CA,14,2,Tuesday,1,23.11,30.0
460430,Revel - South San Francisco,South San Francisco,CA,17,6,Saturday,1,68.13,90.0
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,18,5,Friday,1,49.95,90.0
460368,"bp pulse - Duarte, CA",Duarte,CA,21,3,Wednesday,1,95.66,120.0
460503,Futurama near Ball & Chain,Miami,Florida,19,2,Tuesday,1,14.6,60.0
461554,The Bite Tumalo,Tumalo,OR,7,6,Saturday,1,41.95,90.0
460201,Krazyfish Grille,Port St Joe,Florida,18,1,Monday,1,28.74,60.0
470696,Trailborn Grand Canyon,Williams,AZ,11,1,Monday,1,47.14,60.0
460505,Mass General Brigham Healthcare Center,Dover,NH,10,0,Sunday,1,77.96,120.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,15,2,Tuesday,1,44.3,60.0
461750,Speedy Q,New Baltimore,MI,8,6,Saturday,1,23.67,90.0
460959,"Thorntons #327 - Bellwood, IL",Bellwood,IL,2,3,Wednesday,1,38.85,90.0
461715,BP Express Stop,Jackson,MI,18,0,Sunday,1,14.12,30.0
460215,Tri-City Shopping Center,Redlands,CA,21,0,Sunday,1,72.1,120.0
461813,Culver's,Rhinelander,WI,0,3,Wednesday,1,46.81,120.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,12,3,Wednesday,1,7.67,60.0
460958,"Pilot Travel Center #1225 Mascoutah, IL",Mascoutah,IL,9,0,Sunday,1,56.1,90.0
461548,"Pilot Travel Center #374 Marianna, FL",Marianna,FL,19,5,Friday,1,46.11,60.0
461632,"Ionna - Willows, CA",Williows,CA,11,4,Thursday,1,55.8,180.0
460201,Krazyfish Grille,Port St Joe,Florida,15,3,Wednesday,1,27.95,60.0
460213,"IKEA - Norfolk, VA",Norfolk,VA,7,0,Sunday,1,26.33,90.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,7,6,Saturday,1,29.36,60.0
461750,Speedy Q,New Baltimore,MI,0,3,Wednesday,1,121.21,180.0
460671,FPL,Pensacola,Florida,7,4,Thursday,1,29.61,60.0
469741,"Pilot Travel Center #63 Piedmont, SC",Piedmont,SC,9,5,Friday,1,42.94,60.0
461156,Key GMC of Rochester,Rochester,New Hampshire,21,2,Tuesday,1,59.56,120.0
460959,"Thorntons #327 - Bellwood, IL",Bellwood,IL,11,4,Thursday,2,106.9,120.0
461251,Sunshine Gardens,South San Francisco,CA,8,0,Sunday,1,98.07,120.0
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,18,4,Thursday,1,16.61,60.0
470792,Fellows Creek Golf Club,Canton,MI,9,5,Friday,1,42.11,60.0
460671,FPL,Pensacola,Florida,0,4,Thursday,1,35.49,45.0
461157,University Place Library,University Place,Washington,0,4,Thursday,1,29.57,90.0
470113,Kwik-Charge #1205,Lake Delton,WI,11,5,Friday,1,41.56,60.0
460213,"IKEA - Norfolk, VA",Norfolk,VA,22,6,Saturday,1,59.85,180.0
470276,"New Albany Light, Gas, and Water",New Albany,MS,1,2,Tuesday,1,30.22,90.0
461164,Clawson Shopping Center,Clawson,MI,8,0,Sunday,1,9.43,60.0
470357,FastTrack Market Marathon,Taylor,MI,5,3,Wednesday,1,48.2,240.0
461170,Hamilton Market St,Hamilton,OH,8,5,Friday,1,15.94,45.0
461370,Miller Hill Super One,Duluth,MN,18,3,Wednesday,2,98.67,75.0
462127,Kimco-charlotte,Charlotte,NC,6,2,Tuesday,1,5.81,30.0
460969,EVgo - SF SOMA,San Francisco,CA,18,6,Saturday,1,38.86,180.0
460212,"Ikea - Emeryville, CA",Emeryville,CA,7,5,Friday,2,82.34,75.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,9,5,Friday,2,49.93,60.0
461511,Sleep Inn & Suites Monroe - Woodbury,Monroe,NY,0,2,Tuesday,1,33.87,60.0
462228,IONNA Kutztown Rechargery @ Sheetz,Kutztown,PA,9,1,Monday,1,19.04,120.0
469748,Ionna Largo Rechargery @ Wawa,Largo,FL,19,3,Wednesday,1,47.66,60.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,8,5,Friday,1,63.77,180.0
469401,Dutch Bros,Sacramento,CA,9,1,Monday,1,22.15,60.0
461167,Pats Food Freeland,Freeland,MI,16,3,Wednesday,1,27.21,60.0
462269,Ionna Rechargery,Roseville,CA,8,3,Wednesday,1,7.5,30.0
460503,Futurama near Ball & Chain,Miami,Florida,9,4,Thursday,1,31.42,60.0
460571,Exxon Utica,Utica,MI,2,6,Saturday,1,21.84,45.0
460969,EVgo - SF SOMA,San Francisco,CA,17,6,Saturday,1,24.75,60.0
461715,BP Express Stop,Jackson,MI,17,2,Tuesday,2,64.37,67.5
460959,"Thorntons #327 - Bellwood, IL",Bellwood,IL,15,4,Thursday,1,5.96,45.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,3,3,Wednesday,1,37.59,120.0
469747,"Flying J Travel Center #692 Wells, NV",Wells,NV,4,5,Friday,1,61.1,120.0
470276,"New Albany Light, Gas, and Water",New Albany,MS,1,1,Monday,1,77.27,120.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,7,3,Wednesday,1,149.54,180.0
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,18,1,Monday,1,42.32,90.0
469611,Dennys,Seatac,WA,8,3,Wednesday,1,50.85,120.0
469455,Polaris Bergland Township,Bergland,MI,8,5,Friday,1,50.45,90.0
461370,Miller Hill Super One,Duluth,MN,16,1,Monday,1,19.84,60.0
461156,Key GMC of Rochester,Rochester,New Hampshire,14,2,Tuesday,1,106.34,180.0
469252,Lenexa Old Town Activity Center,Lenexa,KS,2,2,Tuesday,1,16.57,60.0
469612,"Dennys - Auburn, WA",Auburn,WA,7,4,Thursday,2,95.06,60.0
470652,"Starbucks - Phoenix, OR",Phoenix,OR,17,2,Tuesday,1,35.65,90.0
469399,Elkhorn Shopping Center,Sacramento,CA,2,5,Friday,1,15.82,30.0
460632,Parsons Chevy - Eagle River,Eagle River,WI,10,2,Tuesday,1,68.23,90.0
469741,"Pilot Travel Center #63 Piedmont, SC",Piedmont,SC,17,3,Wednesday,1,92.8,120.0
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,17,0,Sunday,1,35.38,60.0
460201,Krazyfish Grille,Port St Joe,Florida,21,6,Saturday,1,44.71,90.0
460503,Futurama near Ball & Chain,Miami,Florida,9,5,Friday,1,10.21,60.0
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,8,5,Friday,1,12.98,45.0
461631,"Pilot Travel Center #1019 - Orland, CA",Orland,CA,18,4,Thursday,1,96.06,120.0
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,15,6,Saturday,1,25.04,120.0
460953,"Flying J Travel Center #690 Lordsburg, NM",Lordsburg,NM,9,0,Sunday,1,22.74,30.0
469455,Polaris Bergland Township,Bergland,MI,14,2,Tuesday,1,80.25,180.0
470696,Trailborn Grand Canyon,Williams,AZ,9,0,Sunday,1,13.01,60.0
462111,Shell - Novi,Novi,MI,13,6,Saturday,1,18.02,90.0
469612,"Dennys - Auburn, WA",Auburn,WA,7,3,Wednesday,2,69.23,60.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,10,1,Monday,1,8.71,45.0
460505,Mass General Brigham Healthcare Center,Dover,NH,18,4,Thursday,1,14.99,60.0
462127,Kimco-charlotte,Charlotte,NC,1,5,Friday,1,19.62,90.0
469612,"Dennys - Auburn, WA",Auburn,WA,4,2,Tuesday,1,32.27,60.0
469430,Bernal Plaza,San Jose,CA,14,2,Tuesday,1,43.47,60.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,14,6,Saturday,1,54.19,120.0
461541,Fox Kia South,Grand Rapids,michigan,11,5,Friday,1,57.26,120.0
461164,Clawson Shopping Center,Clawson,MI,9,2,Tuesday,1,9.17,45.0
461758,Bradville Square Shopping Center,Sacramento,CA,8,3,Wednesday,1,55.84,90.0
469743,"Pilot Travel Center #4642 Toms Brook, VA",Toms Brook,VA,18,6,Saturday,1,60.91,120.0
470314,EVolve NY Afton,Afton,NY,10,6,Saturday,1,20.05,60.0
460571,Exxon Utica,Utica,MI,21,6,Saturday,1,20.55,60.0
470498,US Highway 57,Eagle Pass,Texas,19,5,Friday,1,69.04,120.0
461166,Gladwin City Hall,Gladwin,MI,19,5,Friday,1,28.18,90.0
460430,Revel - South San Francisco,South San Francisco,CA,21,1,Monday,1,41.4,90.0
469374,Freewire Charging Station,Columbus,OH,2,2,Tuesday,1,14.81,60.0
462111,Shell - Novi,Novi,MI,13,0,Sunday,1,79.78,180.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,17,4,Thursday,2,25.19,75.0
461156,Key GMC of Rochester,Rochester,New Hampshire,19,3,Wednesday,1,95.11,120.0
470498,US Highway 57,Eagle Pass,Texas,8,6,Saturday,1,18.73,45.0
460484,L2 near Ball&Chain,Miami,Florida,8,4,Thursday,1,46.58,90.0
460345,Central Co-op,Tacoma,WA,17,2,Tuesday,1,42.78,180.0
469399,Elkhorn Shopping Center,Sacramento,CA,0,3,Wednesday,1,38.43,90.0
460954,"Flying J Travel Center #671 Matthews, MO",Matthews,MO,1,5,Friday,1,38.69,60.0
461628,Petro Corning #309,Corning,CA,7,6,Saturday,2,112.82,75.0
460345,Central Co-op,Tacoma,WA,6,1,Monday,1,12.62,60.0
461165,Heilmann Community Center,Detroit,MI,16,6,Saturday,1,43.9,60.0
470651,"Starbucks - Ridgefield, WA",Ridgefield,WA,7,6,Saturday,1,27.9,60.0
470357,FastTrack Market Marathon,Taylor,MI,11,6,Saturday,1,41.21,90.0
469612,"Dennys - Auburn, WA",Auburn,WA,21,1,Monday,1,31.55,60.0
461511,Sleep Inn & Suites Monroe - Woodbury,Monroe,NY,15,1,Monday,1,32.26,120.0
469612,"Dennys - Auburn, WA",Auburn,WA,9,2,Tuesday,2,86.88,75.0
470314,EVolve NY Afton,Afton,NY,11,5,Friday,1,99.43,120.0
460201,Krazyfish Grille,Port St Joe,Florida,9,1,Monday,1,47.93,60.0
460571,Exxon Utica,Utica,MI,8,1,Monday,1,28.47,60.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,4,4,Thursday,1,74.16,120.0
470696,Trailborn Grand Canyon,Williams,AZ,9,6,Saturday,1,64.61,90.0
460671,FPL,Pensacola,Florida,20,2,Tuesday,1,19.89,120.0
461252,D & 3rd Street Curbside,West Sacramento,CA,23,4,Thursday,1,13.09,30.0
460505,Mass General Brigham Healthcare Center,Dover,NH,9,4,Thursday,2,149.9,120.0
460571,Exxon Utica,Utica,MI,11,3,Wednesday,1,32.5,90.0
460384,Mendocino Marketplace,Santa Rosa,CA,21,3,Wednesday,1,19.53,60.0
461758,Bradville Square Shopping Center,Sacramento,CA,7,0,Sunday,1,40.28,60.0
461155,Key Chrysler Dodge Jeep Ram,Rochester,New Hampshire,8,2,Tuesday,1,49.18,60.0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,18,2,Tuesday,1,37.97,90.0
470498,US Highway 57,Eagle Pass,Texas,18,2,Tuesday,1,24.04,120.0
460504,Marketplace Foods,Minot,ND,19,1,Monday,1,29.09,60.0
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,15,6,Saturday,1,12.27,45.0
461758,Bradville Square Shopping Center,Sacramento,CA,16,3,Wednesday,1,44.79,60.0
461553,Ventura County Credit Union,Ventura,CA,15,6,Saturday,1,21.89,90.0
461553,Ventura County Credit Union,Ventura,CA,13,2,Tuesday,1,9.45,60.0
461632,"Ionna - Willows, CA",Williows,CA,20,2,Tuesday,1,24.0,45.0
462225,IONNA Beaver Rechargery Relay,Beaver,UT,18,2,Tuesday,2,115.3,120.0
469430,Bernal Plaza,San Jose,CA,12,6,Saturday,1,35.93,90.0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,14,3,Wednesday,1,23.33,30.0
461750,Speedy Q,New Baltimore,MI,20,6,Saturday,1,35.18,120.0
460367,Santa Monica Station,Santa Monica,CA,18,0,Sunday,1,33.88,45.0
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,7,3,Wednesday,1,29.44,60.0
461171,Hamilton CNG Filling Station,Hamilton,OH,16,5,Friday,1,8.35,60.0
461631,"Pilot Travel Center #1019 - Orland, CA",Orland,CA,9,1,Monday,1,43.15,90.0
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,9,5,Friday,1,7.3,60.0
461166,Gladwin City Hall,Gladwin,MI,15,4,Thursday,1,8.11,45.0
469455,Polaris Bergland Township,Bergland,MI,15,0,Sunday,1,21.21,120.0
461171,Hamilton CNG Filling Station,Hamilton,OH,18,3,Wednesday,2,93.09,75.0
461744,Sunset Pointe,Rocklin,CA,15,2,Tuesday,1,11.78,90.0
460211,"Flying J Travel Center #716 Sioux Falls, SD",Sioux Falls,SD,20,4,Thursday,1,46.38,60.0
469401,Dutch Bros,Sacramento,CA,17,2,Tuesday,1,63.01,120.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,22,5,Friday,1,34.72,45.0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,2,1,Monday,1,139.83,180.0
460210,"Pilot Travel Center #222 Sturbridge, MA",Sturbridge,FL,9,3,Wednesday,1,69.29,90.0
460320,"Ionna - Daly City, CA",Daly City,CA,18,5,Friday,1,28.56,90.0
461553,Ventura County Credit Union,Ventura,CA,11,1,Monday,1,25.82,90.0
461554,The Bite Tumalo,Tumalo,OR,16,5,Friday,1,15.44,90.0
470652,"Starbucks - Phoenix, OR",Phoenix,OR,15,4,Thursday,1,32.49,60.0
469748,Ionna Largo Rechargery @ Wawa,Largo,FL,9,6,Saturday,1,18.9,60.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,4,3,Wednesday,1,12.01,60.0
460485,Safeway,Martinez,CA,2,3,Wednesday,1,31.47,45.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,11,2,Tuesday,1,18.12,30.0
470652,"Starbucks - Phoenix, OR",Phoenix,OR,8,0,Sunday,1,96.01,120.0
461715,BP Express Stop,Jackson,MI,10,2,Tuesday,1,17.82,90.0
469252,Lenexa Old Town Activity Center,Lenexa,KS,0,2,Tuesday,1,13.04,45.0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,22,0,Sunday,2,61.35,45.0
461165,Heilmann Community Center,Detroit,MI,16,4,Thursday,1,30.37,60.0
460367,Santa Monica Station,Santa Monica,CA,23,3,Wednesday,1,7.75,45.0
461554,The Bite Tumalo,Tumalo,OR,14,5,Friday,1,39.16,120.0
461813,Culver's,Rhinelander,WI,21,4,Thursday,1,24.43,60.0
469252,Lenexa Old Town Activity Center,Lenexa,KS,4,3,Wednesday,1,18.57,90.0
470312,Safeway,Hercules,CA,18,2,Tuesday,1,11.17,60.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,11,2,Tuesday,1,55.42,90.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,23,0,Sunday,1,35.64,90.0
461758,Bradville Square Shopping Center,Sacramento,CA,13,2,Tuesday,1,60.96,120.0
470696,Trailborn Grand Canyon,Williams,AZ,19,4,Thursday,2,63.15,60.0
462127,Kimco-charlotte,Charlotte,NC,7,1,Monday,1,9.18,60.0
460345,Central Co-op,Tacoma,WA,9,3,Wednesday,1,49.62,60.0
469253,Lenexa Justice Center,Lenexa,KS,15,0,Sunday,1,81.4,120.0
460949,"Flying J Travel Center #737 San Antonio, TX",San Antonio,TX,7,4,Thursday,1,69.81,90.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,16,5,Friday,1,11.26,60.0
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,17,6,Saturday,1,57.18,90.0
461164,Clawson Shopping Center,Clawson,MI,18,3,Wednesday,1,26.57,90.0
461554,The Bite Tumalo,Tumalo,OR,9,6,Saturday,1,141.79,180.0
462098,Wawa Supercharger,Staunton,VA,18,2,Tuesday,1,11.9,30.0
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,17,3,Wednesday,1,18.18,30.0
461757,Dutch Bros Coffee,Sacramento,CA,0,4,Thursday,1,4.05,30.0
461073,Fairfield by Marriott Inn & Suites Houston Brookhollow,Houston,TX,19,5,Friday,1,33.28,90.0
460320,"Ionna - Daly City, CA",Daly City,CA,19,0,Sunday,1,14.68,90.0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,17,3,Wednesday,1,20.44,45.0
461750,Speedy Q,New Baltimore,MI,5,4,Thursday,1,71.05,90.0
460959,"Thorntons #327 - Bellwood, IL",Bellwood,IL,9,6,Saturday,1,29.72,120.0
462127,Kimco-charlotte,Charlotte,NC,19,6,Saturday,1,21.57,45.0
470792,Fellows Creek Golf Club,Canton,MI,3,2,Tuesday,1,38.39,60.0
460503,Futurama near Ball & Chain,Miami,Florida,11,6,Saturday,1,18.5,60.0
461166,Gladwin City Hall,Gladwin,MI,16,4,Thursday,1,40.28,120.0
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,12,1,Monday,1,76.05,120.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,10,2,Tuesday,1,28.35,45.0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,13,1,Monday,1,30.79,45.0
461370,Miller Hill Super One,Duluth,MN,22,6,Saturday,1,50.87,90.0
460213,"IKEA - Norfolk, VA",Norfolk,VA,21,4,Thursday,1,40.72,60.0
470276,"New Albany Light, Gas, and Water",New Albany,MS,17,0,Sunday,1,22.85,45.0
460430,Revel - South San Francisco,South San Francisco,CA,3,3,Wednesday,1,47.14,60.0
461629,In-N-Out Burger - Redding,Redding,CA,18,1,Monday,1,83.45,120.0
461550,"Flying J Travel Center #706 Tulsa, OK",Tulsa,OK,18,4,Thursday,1,19.77,120.0
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,17,4,Thursday,1,11.62,90.0
460430,Revel - South San Francisco,South San Francisco,CA,13,5,Friday,1,41.84,60.0
470276,"New Albany Light, Gas, and Water",New Albany,MS,18,5,Friday,1,34.62,90.0
461252,D & 3rd Street Curbside,West Sacramento,CA,11,2,Tuesday,1,42.75,90.0
461541,Fox Kia South,Grand Rapids,michigan,7,3,Wednesday,1,32.73,90.0
461275,Goodwill,St. Louis Park,MN,13,3,Wednesday,1,47.33,180.0
462225,IONNA Beaver Rechargery Relay,Beaver,UT,3,0,Sunday,1,26.12,90.0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,20,2,Tuesday,1,58.35,90.0
469399,Elkhorn Shopping Center,Sacramento,CA,17,0,Sunday,1,10.93,30.0
461758,Bradville Square Shopping Center,Sacramento,CA,18,5,Friday,1,44.1,90.0
469748,Ionna Largo Rechargery @ Wawa,Largo,FL,18,6,Saturday,1,12.99,90.0
469253,Lenexa Justice Center,Lenexa,KS,2,2,Tuesday,1,11.58,60.0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,9,5,Friday,1,80.89,120.0
469743,"Pilot Travel Center #4642 Toms Brook, VA",Toms Brook,VA,6,4,Thursday,1,14.29,120.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,19,3,Wednesday,2,83.1,135.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,14,2,Tuesday,1,11.12,90.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,18,0,Sunday,1,74.47,180.0
460506,Wentworth-Douglass Hospital,Dover,NH,9,5,Friday,1,39.51,60.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,7,4,Thursday,1,56.68,90.0
460345,Central Co-op,Tacoma,WA,18,6,Saturday,1,27.51,60.0
469752,"Ionna Carlin, NV Rechargery Relay @ Ridley’s Market",Carlin,NV,20,5,Friday,1,23.43,120.0
461307,Fas Mart,Grand Haven,MI,1,3,Wednesday,1,23.28,60.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,11,3,Wednesday,1,27.38,60.0
461252,D & 3rd Street Curbside,West Sacramento,CA,13,3,Wednesday,1,37.81,90.0
461252,D & 3rd Street Curbside,West Sacramento,CA,17,6,Saturday,1,19.73,60.0
460201,Krazyfish Grille,Port St Joe,Florida,6,4,Thursday,1,60.74,90.0
462227,IONNA Middletown Rechargery Relay,Middletown,MD,18,3,Wednesday,1,23.04,60.0
469430,Bernal Plaza,San Jose,CA,17,3,Wednesday,1,46.66,90.0
461758,Bradville Square Shopping Center,Sacramento,CA,17,2,Tuesday,1,24.45,60.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,13,4,Thursday,1,21.87,60.0
460570,Eastern Market Public Lot,Detroit,MI,5,2,Tuesday,1,47.23,90.0
461631,"Pilot Travel Center #1019 - Orland, CA",Orland,CA,8,4,Thursday,1,49.34,60.0
461750,Speedy Q,New Baltimore,MI,4,0,Sunday,1,11.42,60.0
470651,"Starbucks - Ridgefield, WA",Ridgefield,WA,15,1,Monday,2,114.22,105.0
461551,Berkeley Bowl (West),Berkeley,CA,16,6,Saturday,1,17.52,90.0
461551,Berkeley Bowl (West),Berkeley,CA,23,3,Wednesday,1,9.84,60.0
460673,Telsa Supercharger,Rogue River,Oregon,2,3,Wednesday,1,99.16,120.0
460504,Marketplace Foods,Minot,ND,4,4,Thursday,1,28.11,60.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,11,2,Tuesday,1,15.48,90.0
469455,Polaris Bergland Township,Bergland,MI,7,1,Monday,1,52.3,90.0
460506,Wentworth-Douglass Hospital,Dover,NH,21,0,Sunday,1,28.72,90.0
461550,"Flying J Travel Center #706 Tulsa, OK",Tulsa,OK,7,6,Saturday,2,90.08,75.0
462098,Wawa Supercharger,Staunton,VA,2,5,Friday,1,19.65,45.0
462098,Wawa Supercharger,Staunton,VA,21,6,Saturday,1,22.56,45.0
469403,1122 Frankford grand,fishtown,PA,15,2,Tuesday,1,43.91,60.0
461166,Gladwin City Hall,Gladwin,MI,8,6,Saturday,1,140.49,180.0
460329,IONNA Seffner Rechargery,Seffner,FL,19,3,Wednesday,1,44.72,120.0
461744,Sunset Pointe,Rocklin,CA,12,6,Saturday,1,65.93,90.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,9,5,Friday,1,59.34,120.0
462269,Ionna Rechargery,Roseville,CA,3,4,Thursday,1,29.13,120.0
460263,Rivian Adventure Network,St. Regis,Montana,5,3,Wednesday,1,124.72,180.0
461632,"Ionna - Willows, CA",Williows,CA,3,3,Wednesday,1,20.67,45.0
460323,Ionna - OKC,Oklahoma City,OK,10,5,Friday,1,23.08,180.0
470652,"Starbucks - Phoenix, OR",Phoenix,OR,8,4,Thursday,1,41.99,120.0
460570,Eastern Market Public Lot,Detroit,MI,7,5,Friday,1,25.57,120.0
460215,Tri-City Shopping Center,Redlands,CA,14,5,Friday,1,71.51,120.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,8,3,Wednesday,1,26.83,45.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,7,6,Saturday,1,29.88,60.0
469746,"Pilot Travel Center #281 Girard, OH",Girard,OH,14,0,Sunday,1,57.68,90.0
469748,Ionna Largo Rechargery @ Wawa,Largo,FL,19,6,Saturday,1,29.66,60.0
460949,"Flying J Travel Center #737 San Antonio, TX",San Antonio,TX,12,0,Sunday,1,9.31,45.0
469749,"Ionna Reading, MA Rechargery Relay",Reading,MA,21,0,Sunday,1,19.96,45.0
460484,L2 near Ball&Chain,Miami,Florida,12,6,Saturday,1,57.31,90.0
461551,Berkeley Bowl (West),Berkeley,CA,12,6,Saturday,1,16.39,30.0
461170,Hamilton Market St,Hamilton,OH,18,6,Saturday,1,80.12,120.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,18,4,Thursday,1,73.71,90.0
461511,Sleep Inn & Suites Monroe - Woodbury,Monroe,NY,18,0,Sunday,1,13.11,60.0
469403,1122 Frankford grand,fishtown,PA,12,6,Saturday,1,36.4,60.0
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,4,0,Sunday,1,9.73,45.0
461252,D & 3rd Street Curbside,West Sacramento,CA,23,1,Monday,1,71.6,90.0
470498,US Highway 57,Eagle Pass,Texas,8,4,Thursday,1,89.26,240.0
460320,"Ionna - Daly City, CA",Daly City,CA,0,3,Wednesday,1,12.76,60.0
461170,Hamilton Market St,Hamilton,OH,1,1,Monday,1,23.97,120.0
460212,"Ikea - Emeryville, CA",Emeryville,CA,9,3,Wednesday,1,39.69,90.0
460958,"Pilot Travel Center #1225 Mascoutah, IL",Mascoutah,IL,2,6,Saturday,1,36.27,120.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,4,3,Wednesday,1,37.29,60.0
461164,Clawson Shopping Center,Clawson,MI,4,1,Monday,1,90.36,180.0
469612,"Dennys - Auburn, WA",Auburn,WA,9,3,Wednesday,1,37.89,120.0
461164,Clawson Shopping Center,Clawson,MI,8,3,Wednesday,2,43.08,52.5
461170,Hamilton Market St,Hamilton,OH,14,2,Tuesday,1,21.87,60.0
460484,L2 near Ball&Chain,Miami,Florida,8,5,Friday,1,14.03,45.0
460208,"Thorntons #710 - Petersburg, FL",St. Petersburg,FL,0,5,Friday,1,21.35,45.0
460958,"Pilot Travel Center #1225 Mascoutah, IL",Mascoutah,IL,14,4,Thursday,1,15.2,120.0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,2,4,Thursday,1,97.43,120.0
461757,Dutch Bros Coffee,Sacramento,CA,11,5,Friday,1,41.38,60.0
461157,University Place Library,University Place,Washington,21,0,Sunday,1,6.63,30.0
461632,"Ionna - Willows, CA",Williows,CA,12,0,Sunday,1,56.97,90.0
469399,Elkhorn Shopping Center,Sacramento,CA,14,2,Tuesday,1,29.6,180.0
469374,Freewire Charging Station,Columbus,OH,22,6,Saturday,1,41.43,90.0
460368,"bp pulse - Duarte, CA",Duarte,CA,8,0,Sunday,1,19.6,120.0
460632,Parsons Chevy - Eagle River,Eagle River,WI,6,4,Thursday,1,30.47,60.0
460367,Santa Monica Station,Santa Monica,CA,16,2,Tuesday,1,45.51,60.0
461157,University Place Library,University Place,Washington,0,2,Tuesday,1,30.71,60.0
